description,effects,graphic_id,hero_id,id,name,rarity,slot_id
"Its magic barely strong enough to detect, let alone make use of.","[{'effect_string': 'reduce_ultimate_cooldown,13'}]",2706,24,574,Dim Ioun Stone,2,6
I can't be surprised when this stone's magic is active.,"[{'effect_string': 'reduce_ultimate_cooldown,26'}]",2707,24,575,Ioun Stone of Awareness,3,6
"Wisdom isn't something the Githzerai lack, but this takes it to a new level.","[{'effect_string': 'reduce_ultimate_cooldown,65'}]",2708,24,576,Pulsing Ioun Stone of Wisdom,4,6
"It has seen battle more than once, and it'll see battle again.","[{'effect_string': 'hero_dps_multiplier_mult,50'}]",2797,25,577,Well Worn Longbow,1,1
If I had a copper for every knock-off elven bow I've seen...,"[{'effect_string': 'hero_dps_multiplier_mult,125'}]",2797,25,578,Fine Elven Longbow,2,1
As finely crafted a bow as you will ever see!,"[{'effect_string': 'hero_dps_multiplier_mult,200'}]",2798,25,579,Polished Wood Longbow,3,1
Also known as Heartseeker. My shots never miss.,"[{'effect_string': 'hero_dps_multiplier_mult,350'}]",2799,25,580,Taulmaril,4,1
Simple yet effective.,"[{'effect_string': 'global_dps_multiplier_mult,10'}]",2800,25,581,Leather Bracers,1,2
"Bracers fit for any warrior, but these are mine.","[{'effect_string': 'global_dps_multiplier_mult,65'}]",2800,25,582,Warrior's Bracers,2,2
Fine northern craftsmanship. You won't find its like to the south.,"[{'effect_string': 'global_dps_multiplier_mult,120'}]",2801,25,583,Fine Studded Bracers,3,2
A gift from Bruenor Battlehammer. Perhaps you know him?,"[{'effect_string': 'global_dps_multiplier_mult,230'}]",2802,25,584,Mithral Embedded Bracers,4,2
Has anyone got a spare whetstone?,"[{'effect_string': 'buff_crit_chance,25,1034'}]",2806,25,585,Dull Dagger,1,3
Blood and dirt will ruin a good dagger.,"[{'effect_string': 'buff_crit_chance,87.5,1034'}]",2806,25,586,Polished Dagger,2,3
"A little flashy perhaps, but it still cuts true.","[{'effect_string': 'buff_crit_chance,150,1034'}]",2807,25,587,Embellished Dagger,3,3
Never let them see you coming.,"[{'effect_string': 'buff_crit_chance,275,1034'}]",2808,25,588,Elven Dagger of the Ambush,4,3
Hair in the face is never good in battle.,"[{'effect_string': 'buff_upgrade,25,1034'}]",2809,25,589,Iron Hairclip,1,4
Lighter and more durable than other hairclips I've tried.,"[{'effect_string': 'buff_upgrade,87.5,1034'}]",2809,25,590,Steel Hairclip,2,4
"It seemed like a lot of coin to spend on a hairclip, but it's worth it.","[{'effect_string': 'buff_upgrade,150,1034'}]",2810,25,591,Mastercraft Hairclip,3,4
Forged in Mithral Hall by the best smithies in Faerûn.,"[{'effect_string': 'buff_upgrade,275,1034'}]",2811,25,592,Mithral Hairclip of the Companion,4,4
Substance over style -- at least until I can get better style.,"[{'effect_string': 'buff_upgrade,25,1035'}]",2803,25,593,Dull Breastplate,1,5
A bow does no good if a dagger kills you first.,"[{'effect_string': 'buff_upgrade,87.5,1035'}]",2803,25,594,Solid Breastplate,2,5
The craftsmanship is incredible.,"[{'effect_string': 'buff_upgrade,150,1035'}]",2804,25,595,Inscribed Copper Breastplate,3,5
"Champion? I've heard it said, though others deserve the title more than I.","[{'effect_string': 'buff_upgrade,275,1035'}]",2805,25,596,Shining Breastplate of the Champion,4,5
"Not much use right now, but I can always fletch more arrows.","[{'effect_string': 'reduce_ultimate_cooldown,9'}]",2812,25,597,Empty Quiver,1,6
Nothing's worse than a floppy quiver.,"[{'effect_string': 'reduce_ultimate_cooldown,17'}]",2812,25,598,Sturdy Quiver,2,6
Arrows from this quiver always strike true.,"[{'effect_string': 'reduce_ultimate_cooldown,34'}]",2813,25,599,Heartseeking Quiver,3,6
"Alongside its companion, Taulmaril, this quiver is priceless.","[{'effect_string': 'reduce_ultimate_cooldown,85'}]",2814,25,600,Quiver of Anariel,4,6
"I dented it flying into battle against Strahd. It's fine, though!","[{'effect_string': 'hero_dps_multiplier_mult,50'}]",2941,26,601,Chipped Battleaxe,1,1
I'm sure it'll sharpen itself! Let's keep fighting!,"[{'effect_string': 'hero_dps_multiplier_mult,125'}]",2941,26,602,Dulled Battleaxe,2,1
The light itself loves this axe!,"[{'effect_string': 'hero_dps_multiplier_mult,200'}]",2942,26,603,Shining Battleaxe,3,1
"My beloved battleaxe, reforged!","[{'effect_string': 'hero_dps_multiplier_mult,350'}]",2943,26,604,Lightfall,4,1
C'mon little guy! Let's go for a run!,"[{'effect_string': 'global_dps_multiplier_mult,10'}]",2938,26,605,Chubby Mouse,1,2
Wake up little buddy!,"[{'effect_string': 'global_dps_multiplier_mult,65'}]",2938,26,606,Sleepy Mouse,2,2
What's that? What do you smell?,"[{'effect_string': 'global_dps_multiplier_mult,120'}]",2939,26,607,Alert Mouse,3,2
"Careful, Juniper. I don't trust that Boo.","[{'effect_string': 'global_dps_multiplier_mult,230'}]",2940,26,608,Armored Juniper,4,2
I've had this amulet since I was a young noble.,"[{'effect_string': 'buff_upgrade,25,1076'}]",2935,26,609,Child's Amulet,1,3
Does anyone have a cloth? I need to polish this thing!,"[{'effect_string': 'buff_upgrade,87.5,1076'}]",2935,26,610,Scuffed Amulet,2,3
The light protects me while I wear this amulet.,"[{'effect_string': 'buff_upgrade,150,1076'}]",2936,26,611,Shining Symbol,3,3
Strahd will never see us coming. Right guys?!,"[{'effect_string': 'buff_upgrade,275,1076'}]",2937,26,612,Holy Symbol of Ravenkind,4,3
This just won't do. I'll never protect the party with this!,"[{'effect_string': 'buff_upgrades,25,1080,1081', 'description': ""Increases the Divine Prayer bonus of Evelyn's specializations by $(amount)%.""}]",2932,26,613,Flimsy Breastplate,1,4
"Sometimes you've got to take the hit, but I'm still standing.","[{'effect_string': 'buff_upgrades,87.5,1080,1081', 'description': ""Increases the Divine Prayer bonus of Evelyn's specializations by $(amount)%.""}]",2932,26,614,Dented Breastplate,2,4
Lathander appreciates well polished armor.,"[{'effect_string': 'buff_upgrades,150,1080,1081', 'description': ""Increases the Divine Prayer bonus of Evelyn's specializations by $(amount)%.""}]",2933,26,615,Polished Breastplate,3,4
The light will protect me!,"[{'effect_string': 'buff_upgrades,275,1080,1081', 'description': ""Increases the Divine Prayer bonus of Evelyn's specializations by $(amount)%.""}]",2934,26,616,Shining Breastplate of Lathander,4,4
I think it's time to go shopping!,"[{'effect_string': 'buff_ultimate,25'}]",2947,26,617,Moldy Boots,1,5
I feel almost weightless.,"[{'effect_string': 'buff_ultimate,87.5'}]",2947,26,618,Light Boots,2,5
"Once you get used to it, flying isn't half bad.","[{'effect_string': 'buff_ultimate,150'}]",2948,26,619,Flying Boots,3,5
Charging into battle for the light!,"[{'effect_string': 'buff_ultimate,275'}]",2949,26,620,Winged Boots of the Dawn,4,5
Some pretty things that Strix didn't want.,"[{'effect_string': 'reduce_ultimate_cooldown,10'}]",2944,26,621,Few Pretty Things,1,6
Aren't they pretty?!,"[{'effect_string': 'reduce_ultimate_cooldown,19'}]",2944,26,622,Several Pretty Things,2,6
"I'm not really sure what's in here, but they're pretty!","[{'effect_string': 'reduce_ultimate_cooldown,38'}]",2945,26,623,Sack of Pretty Things,3,6
Don't tell Strix. She'll judge me.,"[{'effect_string': 'reduce_ultimate_cooldown,95'}]",2946,26,624,Hoard of Pretty Things,4,6
Are they sharp? They'll do.,"[{'effect_string': 'hero_dps_multiplier_mult,50'}]",3177,27,625,Rusty Axes,1,1
"Don't worry, I've got an intricate two part plan.","[{'effect_string': 'hero_dps_multiplier_mult,125'}]",3177,27,626,Looted Axes,2,1
Plan A: We fight our way out of here. Plan B? We'll deal with that later.,"[{'effect_string': 'hero_dps_multiplier_mult,200'}]",3178,27,627,Blades of the Dwarf,3,1
Double axe to the back!,"[{'effect_string': 'hero_dps_multiplier_mult,350'}]",3179,27,628,Rook & Ruin,4,1
It's... been around.,"[{'effect_string': 'hero_dps_multiplier_mult,50'}]",3162,27,629,Smelly Hide Cloak,1,2
"Hey, my mom made if for me!","[{'effect_string': 'hero_dps_multiplier_mult,125'}]",3162,27,630,Patchwork Cloak,2,2
I've seen a few cloaks in my day. But this one makes me look good!,"[{'effect_string': 'hero_dps_multiplier_mult,200'}]",3163,27,631,Dashing Cloak,3,2
"If I find an acid pit, I can just lay this on top and I'm good, right? ","[{'effect_string': 'hero_dps_multiplier_mult,350'}]",3164,27,632,Bronzebottom's Acid-Washed Cloak,4,2
It looks like the horn was chewed on by something.,"[{'effect_string': 'global_dps_multiplier_mult,10'}]",3171,27,633,Old Helmet,1,3
"If the horns fall off, you've got yourself an improvised weapon! ","[{'effect_string': 'global_dps_multiplier_mult,65'}]",3171,27,634,Battered Skull Cap,2,3
Best way through a door is headfirst. ,"[{'effect_string': 'global_dps_multiplier_mult,120'}]",3172,27,635,Helm of Door-bashing,3,3
Bin it to win it!,"[{'effect_string': 'global_dps_multiplier_mult,230'}]",3173,27,636,Helm of the Binwin,4,3
Given to me by my mother. She collects this kinda stuff. ,"[{'effect_string': 'buff_binwin_multi_attack_chance,10'}]",3174,27,637,Broken Quest Stone,1,4
It started talking... and it won't show up! ,"[{'effect_string': 'buff_binwin_multi_attack_chance,35'}]",3174,27,638,Chatty Quest Stone,2,4
"Rewards its bearer with riches, but at what cost?","[{'effect_string': 'buff_binwin_multi_attack_chance,60'}]",3175,27,639,Dwarven Quest Stone,3,4
"I am Lady Phylia Stoutheart, Dwarven Quest Stone of Friendship and Loyalty.","[{'effect_string': 'buff_binwin_multi_attack_chance,110'}]",3176,27,640,Lady Phylia,4,4
"It wobbles, but it still rolls!","[{'effect_string': 'buff_ultimate,25'}]",3165,27,641,Rusty Barrel,1,5
Follow my lead!,"[{'effect_string': 'buff_ultimate,87.5'}]",3165,27,642,Market Barrel,2,5
Pungent and potent.,"[{'effect_string': 'buff_ultimate,150'}]",3166,27,643,Cask of Skunk Ale,3,5
Catchphrase!,"[{'effect_string': 'buff_ultimate,275'}]",3167,27,644,Battleready Brew,4,5
I'm not the druid. I don't speak duck.,"[{'effect_string': 'reduce_ultimate_cooldown,5'}]",3168,27,645,Duckling Damsel,1,6
QUONK!,"[{'effect_string': 'reduce_ultimate_cooldown,10'}]",3168,27,646,Faithful Duck Companion,2,6
You give a duck ONE magic wand and everybody gets judgy.,"[{'effect_string': 'reduce_ultimate_cooldown,20'}]",3169,27,647,Duck Guard,3,6
"Wielder of the wand of wonder, protector of the minions, and my gold.","[{'effect_string': 'reduce_ultimate_cooldown,49'}]",3170,27,648,Princess Duckersheim,4,6
